commune,year,kontakt,burgle,violentcrime,violentcrime_rate,drug_smuggling,drug_total,drug_trafficking,murder,murderrate,age1565,lowbracket,id,pop,pctforeign,cAdmin,cEducationCulture,cHospitalHealthInsurance,cHousing,cMainAccounts,cSocialHealth,cTrafficInfrastructure,cUtilities,delta_eSocialHealth,eAdmin,eAdminhead,eEducationCulture,eEducationhead,eHospitalHealthInsurance,eHousing,eHousinghead,eMainAccounts,g_social,eSocialhead,eTotalhead,eTrafficInfrastructure,eTraffichead,eUtilities,eUtilitieshead,esocial_head,eutilhead,lowincome,lowincome_rate,pct_runningcons_social,rAdmin,rEducationCulture,rHospitalHealthInsurance,rHousing,rMainAccounts,rSocialHealth,rTrafficInfrastructure,rUtilities,sd_share,sd_share_foreign,seatsCDP,seatsCPP,seatsCoPP,seatsDPP,seatsDR,seatsLDP,seatsPP,seatsSDP,seatsSLP,seatsSPP,seatsSlesvig,seatsUL,seatsmisc,social_head,totalseats,unemp_rate,unemployed,g_social_head,lowbracket_rate,c_social_head,d_c_social_head,g_housing_head,g_admin_head,g_education_head,g_utilities_head,g_traffic_head,pct1565,crime_vtheft
Ejby,2004,25863,78,13,1.293146253,0,0,0,0,0,6792,526,Ejby,10053,0.027355019,0,0,0,-2020,-2763,-1867,1782,-658,14459,42823,4.259723663,85213,8.47637558,0,5005,0.497861326,409750,266377000,26.49726486,40.75897598,11342,1.128220439,-1010,-0.100467525,26.49726486,-0.100467525,4359,0.433601916,0.576478124,0,-190,0,0,-71673,-71483,0,0,0.294117659,0.008045594,0,0,1,1,0,7,0,5,1,1,0,0,1,26.49726486,17,0.026857654,270,26497264,0.052322689,19200936,17729396,497861.3438,4259723.5,8476375,-100467.5234,1128220.375,0.675619245,91
Esbjerg,2004,352276,689,335,4.065731525,1,37,36,1,1.21E-05,58952,3812,Esbjerg,82396,0.050560705,0,4762,0,-36746,33804,2353,3145,60290,49074,324146,3.934001684,712140,8.642895699,0,45183,0.548363984,3570768,2503367000,30.38214302,43.33666611,75074,0.911136448,-89142,-1.08187294,30.38214302,-1.08187294,29475,0.357723683,0.630412757,0,-1362,0,-3,-686372,-685007,0,0,0.360000014,0.018201854,0,0,1,1,0,11,0,9,0,3,0,0,0,30.38214302,25,0.031154426,2567,30382142,0.04626438,22097106,20403606,548364,3934001.75,8642895,-1081872.875,911136.4375,0.715471625,1024
Faaborg,2004,21329,39,48,2.769603729,0,2,2,0,0,11786,972,Faaborg,17331,0.028099937,732,4703,0,2005,11130,-982,4672,0,27862,76987,4.442155838,125544,7.243898392,0,11850,0.683745861,707394,467381000,26.9679184,40.81668854,25641,1.479487658,-9,-0.000519301,26.9679184,-0.000519301,7037,0.406035423,0.585480034,0,-361,0,-29,-131745,-130350,-1005,0,0.285714298,0.008028554,0,0,2,1,0,7,0,6,1,1,0,0,3,26.9679184,21,0.034446944,597,26967918,0.056084473,19390052,17904018,683745.875,4442155.5,7243898,-519.3006592,1479487.625,0.680053055,87
Fakse,2004,37513,107,26,2.099483252,0,1,1,0,0,8675,821,Fakse,12384,0.027293282,367,6673,0,-607,21254,3740,2271,8810,13772,56889,4.59375,96543,7.79578495,0,6957,0.561773241,500195,336179000,27.14623642,40.39042282,13733,1.108930826,-10106,-0.816052973,27.14623642,-0.816052973,5207,0.420461893,0.597895741,0,-48,0,-90,-92644,-92506,0,0,0.470588237,0.012843898,0,0,1,1,0,2,0,8,0,0,0,0,5,27.14623642,17,0.025839793,320,27146238,0.066295221,19978440,18447312,561773.25,4593750,7795785,-816053,1108930.875,0.700500667,133
Fanø,2004,6155,2,9,2.84001255,0,0,0,0,0,2248,204,Fanø,3169,0.038182393,9,0,0,622,1911,0,46,1234,2761,19114,6.031555653,25338,7.995582104,0,5010,1.580940366,120552,68482000,21.609972,38.04102325,5233,1.651309609,-2625,-0.828337014,21.609972,-0.828337014,1642,0.518144548,0.50007695,0,-102,0,0,-16600,-16498,0,0,0.090909094,0.003471127,0,0,5,0,0,2,0,1,0,0,0,0,3,21.609972,11,0.032502368,103,21609972,0.06437362,16403914,15146734,1580940.375,6031555.5,7995582,-828337,1651309.5,0.709372044,11
Farsø,2004,15409,109,29,3.580688953,0,0,0,0,0,5483,524,Farsø,8099,0.030621065,0,273,0,-142,21205,9065,5105,6904,9353,29828,3.682923794,67816,8.373379707,0,5137,0.634275854,315373,210713000,26.01716232,38.93974686,8698,1.073959708,-6819,-0.841955781,26.01716232,-0.841955781,3153,0.38930732,0.608437598,0,-31,0,0,-48164,-48133,0,0,0.200000003,0.006124213,0,0,2,0,0,6,0,3,0,0,0,0,4,26.01716232,15,0.029509816,239,26017162,0.064699344,21193358,19569120,634275.8125,3682923.75,8373379.5,-841955.8125,1073959.75,0.676997185,138
Farum,2004,48301,195,61,3.295694113,0,0,0,0,0,12746,1207,Farum,18509,0.082608461,23,0,0,-15388,-45720,0,1986,-32341,44342,99515,5.376573563,209355,11.31098366,0,166897,9.017072678,959875,477770000,25.81284714,51.85990524,13021,0.703495622,-6683,-0.361067593,25.81284714,-0.361067593,8459,0.457020909,0.432755709,0,-1041,0,0,-111803,-110762,0,0,0.105263159,0.008695628,0,0,1,0,0,11,0,2,0,4,0,0,1,25.81284714,19,0.021286942,394,25812848,0.06521152,19828624,18308978,9017073,5376573.5,11310984,-361067.5938,703495.625,0.688637972,256
Fjends,2004,8840,8,10,1.229105115,0,0,0,0,0,5519,528,Fjends,8136,0.026425762,0,4711,0,775,9071,296,3223,66,6621,31248,3.840708017,73652,9.052605629,0,4501,0.553220272,276765,161111000,19.80223656,34.01733017,6854,0.842428684,-601,-0.073869221,19.80223656,-0.073869221,4101,0.504056036,0.515885711,0,0,0,-78,-38028,-37950,0,0,0.200000003,0.005285153,0,0,0,1,0,8,0,3,2,1,0,0,0,19.80223656,15,0.025934121,211,19802236,0.064896755,15174164,14011231,553220.25,3840708,9052606,-73869.22656,842428.6875,0.678343177,18
Fjerritslev,2004,10167,25,18,2.113420248,0,0,0,0,0,5654,534,Fjerritslev,8517,0.022425737,240,5364,0,-2736,29288,22298,121,4001,11305,36052,4.232945919,82014,9.629446983,0,4779,0.56111306,327439,198591000,23.31701279,38.44534302,8829,1.036632657,-2826,-0.331806988,23.31701279,-0.331806988,3787,0.44464013,0.542433381,0,0,0,-70,-45998,-45928,0,0,0.235294119,0.005276644,0,0,0,0,0,7,0,4,0,0,0,0,6,23.31701279,17,0.03522367,300,23317014,0.062698133,20542562,18968200,561113.0625,4232946,9629447,-331806.9688,1036632.625,0.663848758,43
Fladså,2004,15789,66,5,0.661988616,0,0,0,0,0,5338,482,Fladså,7553,0.026214749,299,3169,0,-2993,4944,252,138,4079,3574,31090,4.11624527,64778,8.576459885,0,4025,0.53290081,265221,161852000,21.42883682,35.11465454,8268,1.094664335,-4792,-0.634449899,21.42883682,-0.634449899,3068,0.406196207,0.536283493,0,-27,0,0,-42365,-42338,0,0,0.266666681,0.0069906,0,0,1,0,0,9,0,4,0,1,0,0,0,21.42883682,15,0.028333113,214,21428836,0.063815705,15856746,14641501,532900.8125,4116245.25,8576460,-634449.875,1094664.375,0.706739068,71
Fredensborg-Humlebæk,2004,45329,189,41,2.052257538,0,0,0,0,0,13855,1269,Fredensborg-Humlebæk,19978,0.046801481,706,13655,0,-62456,-33926,-2043,4892,11320,26842,86541,4.331814766,198539,9.93788147,0,13948,0.69816798,776578,488356000,24.4446888,38.87165833,17035,0.852687955,-27841,-1.39358294,24.4446888,-1.39358294,7791,0.389978975,0.572076917,0,-534,0,0,-104289,-103755,0,0,0.263157904,0.012316179,0,0,4,1,0,6,0,5,1,2,0,0,0,24.4446888,19,0.023025328,460,24444690,0.063519873,19148964,17681406,698168,4331815,9937882,-1393583,852687.9375,0.693512857,230
Fredericia,2004,212554,382,198,4.052643299,0,11,11,0,0,34338,2205,Fredericia,48857,0.04136562,3367,40428,0,24062,95177,2671,12087,12562,76586,200645,4.106781006,414132,8.476410866,0,32840,0.672165692,2139544,1431344000,29.29660034,43.79196548,40654,0.832101822,19929,0.407904714,29.29660034,0.407904714,17517,0.358536124,0.600705802,0,-5383,0,152,-379015,-373784,0,0,0.428571433,0.017728124,0,0,2,1,0,6,0,9,0,2,0,0,1,29.29660034,21,0.037906542,1852,29296600,0.045131709,21700700,20037580,672165.6875,4106781,8476411,407904.6875,832101.875,0.702826619,580
Frederiksberg,2004,341206,316,273,2.976417542,1,12,11,1,1.09E-05,67392,4072,Frederiksberg,91721,0.076590963,2581,138381,0,50208,335901,25735,101005,17991,129396,389617,4.247849464,617020,6.72713995,1467663,101483,1.106431484,5299586,2647014000,28.85941124,57.77941895,99848,1.088605642,-23059,-0.251403719,28.85941124,-0.251403719,22351,0.243684649,0.441197127,0,-1990,0,0,-556264,-554274,0,0,0.200000003,0.015318193,0,0,13,1,0,2,0,5,1,2,0,1,0,28.85941124,25,0.032893229,3017,28859410,0.044395503,23096948,21326820,1106431.5,4247849.5,6727140,-251403.7188,1088605.625,0.734749973,589
Frederikshavn,2004,112938,135,103,3.010551453,0,1,1,0,0,24149,1736,Frederikshavn,34213,0.030631632,0,11779,0,24960,112788,22486,15180,38383,33189,161428,4.718323231,274911,8.035279274,0,30127,0.880571723,1377176,911471000,26.64107132,40.25300217,27997,0.818314672,-28758,-0.840557694,26.64107132,-0.840557694,12748,0.372606903,0.591406405,0,-473,0,0,-238558,-238085,0,0,0.380952388,0.011669193,1,0,1,1,0,8,0,8,0,2,0,0,0,26.64107132,21,0.054862186,1877,26641072,0.050740946,20339402,18780610,880571.6875,4718323.5,8035279,-840557.6875,818314.6875,0.705842793,238
Frederikssund,2004,41078,66,51,2.767227411,0,2,2,0,0,12981,835,Frederikssund,18430,0.037655994,1269,9718,0,-93,34953,11358,10514,2187,31040,86811,4.710309505,188497,10.22772694,0,10847,0.588551283,754173,467206000,25.35029793,40.92094421,16376,0.888551295,-15564,-0.844492674,25.35029793,-0.844492674,6254,0.339338034,0.558241844,0,-1098,0,-112,-107310,-106100,0,0,0.400000006,0.015062398,0,0,3,0,0,4,0,6,0,1,0,0,1,25.35029793,15,0.025990233,479,25350298,0.045306567,20209658,18660810,588551.25,4710309.5,10227727,-844492.6875,888551.25,0.704340756,117
Frederiksværk,2004,49796,111,88,4.329856396,0,5,5,0,0,14456,960,Frederiksværk,20324,0.054369219,948,11871,0,-11946,79742,55421,3057,20391,36558,106623,5.246161938,210540,10.3591814,0,17618,0.866856933,903579,587391000,28.90134811,44.45871735,13800,0.679000199,-32393,-1.593829989,28.90134811,-1.593829989,6541,0.321836263,0.584028959,0,-589,0,-23,-144930,-144318,0,0,0.600000024,0.032621533,0,0,0,1,0,3,0,9,0,0,0,0,2,28.90134811,15,0.031932689,649,28901348,0.047234796,24527358,22647606,866856.9375,5246162,10359181,-1593830,679000.1875,0.711277306,199
Fuglebjerg,2004,19725,25,20,3.046458483,0,0,0,0,0,4460,479,Fuglebjerg,6565,0.021020563,0,73,0,-32,7171,0,0,7130,9385,35543,5.414013863,58162,8.859405518,0,4718,0.71865958,269750,167368000,25.49398232,41.08910751,6898,1.050723553,-2939,-0.447677076,25.49398232,-0.447677076,2972,0.452703744,0.549364984,0,0,0,-18,-42595,-42577,0,0,0.200000003,0.004204113,0,0,3,0,0,4,0,3,0,0,0,0,5,25.49398232,15,0.034881949,229,25493984,0.072962679,19008530,17551734,718659.5625,5414013.5,8859406,-447677.0625,1050723.5,0.679360271,45
Funen County,2004,,3422,1688,3.553070784,1,32,31,5,1.05E-05,332616,24787,Funen County,475082,0.041277084,12157,351319,0,-161381,766462,237334,94817,232216,571919,2072899,4.363244534,4103748,8.637978554,0,240143,0.505476952,19223335,12876045000,27.10278511,40.46319199,462499,0.97351402,-531999,-1.119804621,27.10278511,-1.119804621,184769,0.388920218,0.595847607,0,-7776,0,-1448,-3549954,-3537098,-3632,0,0.362549812,0.014965,0,0,56,18,0,170,0,182,12,24,0,1,39,27.10278511,502,0.036187436,17192,27102784,0.052174151,20157112,18612290,505476.9375,4363244.5,8637978,-1119804.625,973514.0625,0.70012337,5110
Galten,2004,25008,87,11,1.004199386,6,6,0,0,0,7691,529,Galten,10954,0.030765017,6587,3890,0,-16225,14926,1691,6471,12512,13957,38902,3.551396847,101237,9.242012024,0,5386,0.491692543,376495,226785000,20.70339584,34.37054825,9484,0.865802467,-5299,-0.483750224,20.70339584,-0.483750224,4285,0.39118129,0.538517773,0,-13,0,-102,-52333,-52218,0,0,0.333333343,0.010255006,0,0,0,0,0,9,0,5,1,0,0,0,0,20.70339584,15,0.028665328,314,20703396,0.04829286,16090744,14857565,491692.5313,3551396.75,9242012,-483750.2188,865802.4375,0.70211792,98
Gedved,2004,20342,86,12,1.193673611,0,0,0,0,0,6883,550,Gedved,10053,0.026459763,210,4249,0,-3420,9954,908,2675,5332,8575,39184,3.897742033,94392,9.389435768,0,2062,0.205112904,353755,216134000,21.49945259,35.18899918,8011,0.79687655,-6028,-0.599622011,21.49945259,-0.599622011,4101,0.407937914,0.547282398,0,-3,0,0,-49773,-49770,0,0,0.333333343,0.008819921,0,0,1,0,0,7,0,5,0,0,0,0,2,21.49945259,15,0.026459763,266,21499452,0.054710038,16639014,15363816,205112.9063,3897742,9389436,-599622,796876.5625,0.684671223,98
Gentofte,2004,106160,475,150,2.183279037,0,3,3,1,1.46E-05,45938,5345,Gentofte,68704,0.062630996,51884,117829,0,10418,270295,44178,12881,33105,86292,272660,3.968619108,574035,8.355190277,0,82601,1.202273488,2453570,1547189000,22.51963425,35.71218491,47753,0.695054173,-70668,-1.028586388,22.51963425,-1.028586388,25480,0.370866328,0.592283309,0,-1488,0,0,-234154,-232666,0,0,0.05882353,0.003684176,0,0,10,0,0,2,0,1,1,1,0,0,2,22.51963425,17,0.021177806,1455,22519634,0.07779751,19776156,18260530,1202273.5,3968619,8355190.5,-1028586.375,695054.125,0.668636441,625
Give,2004,21021,85,27,1.90556848,0,0,0,0,0,9601,877,Give,14169,0.029148141,2133,1211,0,-7645,17686,4645,6430,10912,21198,51710,3.649516582,138796,9.795751572,0,4536,0.320135504,518331,312097000,22.02674866,36.58204651,23502,1.658691525,-12310,-0.868798077,22.02674866,-0.868798077,6181,0.436234027,0.539726675,0,-428,0,-4,-71201,-70769,0,0,0.05882353,0.001714597,0,1,0,2,0,5,0,1,0,0,0,0,8,22.02674866,17,0.022513939,319,22026748,0.061895687,17359942,16029493,320135.5,3649516.5,9795751,-868798.0625,1658691.5,0.677606046,112
Gjern,2004,15034,23,7,0.86880976,0,0,0,0,0,5458,431,Gjern,8057,0.021472013,772,3109,0,589,18753,8082,1157,5044,9864,32755,4.065409184,74858,9.291050911,0,4010,0.49770385,288897,168552000,20.91994476,35.85664749,11662,1.447437048,-2940,-0.364900082,20.91994476,-0.364900082,3137,0.389350861,0.513879299,0,-227,0,0,-41802,-41575,0,0,0.266666681,0.00572587,0,1,1,0,0,8,0,4,0,1,0,0,0,20.91994476,15,0.031525381,254,20919946,0.053493857,16762939,15478244,497703.875,4065409,9291051,-364900.0938,1447437,0.677423358,30
Gladsaxe,2004,222779,383,180,2.903553724,9,15,6,1,1.61E-05,42384,3225,Gladsaxe,61993,0.062313486,11296,62141,0,5580,174163,43162,21041,30943,57141,334761,5.399980545,597772,9.642572403,0,62522,1.008533239,2708345,1700220000,27.4260006,43.6879158,30960,0.499411225,-17890,-0.288580954,27.4260006,-0.288580954,22076,0.356104732,0.567487836,0,-206,0,0,-377962,-377756,0,0,0.400000006,0.024925394,1,0,2,2,0,5,0,10,1,2,0,1,1,27.4260006,25,0.025389964,1574,27426000,0.052022003,22028712,20340454,1008533.25,5399980.5,9642573,-288580.9688,499411.2188,0.683690071,563
Glamsbjerg,2004,11961,24,12,2.005682707,0,1,1,0,0,4059,354,Glamsbjerg,5983,0.019722547,0,74,0,1144,8530,296,1586,5430,8872,23901,3.994818687,60731,10.15059376,0,3644,0.609058976,235734,145291000,24.28397179,39.40063477,7822,1.307370901,-5655,-0.945178032,24.28397179,-0.945178032,2647,0.442420185,0.542345762,0,0,0,0,-38111,-38111,0,0,0.230769232,0.004551357,0,0,2,0,0,6,0,3,1,0,0,0,1,24.28397179,13,0.028079558,168,24283972,0.059167642,17963564,16586854,609059,3994818.75,10150593,-945178,1307370.875,0.678422213,36
Glostrup,2004,80294,103,136,6.540662766,6,9,3,0,0,14531,808,Glostrup,20793,0.052229114,31743,9350,0,3445,72081,19349,2656,5538,28424,106879,5.140143394,205346,9.875727654,0,33655,1.618573546,933035,568860000,27.35824585,44.87255478,24431,1.174962759,-6136,-0.295099318,27.35824585,-0.295099318,6211,0.298706293,0.539115131,0,-323,0,0,-143571,-143248,0,0,0.470588237,0.024578407,0,0,1,1,0,4,0,8,0,2,0,0,1,27.35824585,17,0.027461166,571,27358246,0.038859233,21399556,19759514,1618573.5,5140143.5,9875727,-295099.3125,1174962.75,0.698840976,239
Gram,2004,8155,37,5,1.029230237,0,0,0,0,0,3263,291,Gram,4858,0.028818443,0,1127,0,-226,8910,4508,9,3492,3387,21783,4.483943939,40360,8.307945251,0,3034,0.624536872,192936,126620000,26.06422424,39.71511078,4354,0.896253586,-3215,-0.66179496,26.06422424,-0.66179496,1690,0.347879797,0.591846287,0,0,0,0,-30458,-30458,0,0,0.230769232,0.00665041,0,0,0,1,0,6,0,3,0,0,0,0,3,26.06422424,13,0.027789213,135,26064224,0.059901193,20722520,19134366,624536.875,4483944,8307945.5,-661795,896253.625,0.671675563,42
Grenaa,2004,84145,53,101,5.400780678,0,1,1,0,0,13001,914,Grenaa,18701,0.042136785,1097,4467,0,-20723,-4136,625,2642,7756,28609,81407,4.353082657,162167,8.671567917,0,10916,0.583712101,800401,536008000,28.66199684,42.79990387,19406,1.037698507,-9503,-0.508154631,28.66199684,-0.508154631,7418,0.396663278,0.593965769,0,-47,0,-144,-149712,-149521,0,0,0.473684222,0.01995953,0,0,1,1,0,7,0,9,0,1,0,0,0,28.66199684,19,0.043794449,819,28661996,0.048874393,20700070,19113636,583712.125,4353082.5,8671568,-508154.6563,1037698.5,0.695203483,154
Greve,2004,111486,523,168,3.502115726,0,1,1,0,0,34589,2439,Greve,47971,0.050384607,17484,22077,0,-33883,59962,3617,9710,40957,41982,244090,5.088282585,477263,9.948989868,0,36370,0.758166373,1806240,1041383000,21.70859528,37.65274811,35813,0.746555209,-28679,-0.597840369,21.70859528,-0.597840369,15915,0.33176294,0.505273998,0,-954,0,0,-262147,-261193,0,0,0.285714298,0.014395603,0,0,1,2,0,11,0,6,0,1,0,0,0,21.70859528,21,0.027829314,1335,21708594,0.050843216,16339184,15086965,758166.375,5088282.5,9948990,-597840.375,746555.1875,0.721039772,691
Grindsted,2004,37204,75,36,2.06445694,0,5,5,0,0,11773,836,Grindsted,17438,0.028271591,7,3805,0,-6616,7186,6906,2433,651,16738,66862,3.83427,147379,8.451600075,0,15231,0.873437345,643121,413110000,23.69021606,36.88043213,19068,1.09347403,-18529,-1.062564492,23.69021606,-1.062564492,6392,0.36655581,0.577461302,0,-687,0,0,-100392,-99705,0,0,0.368421048,0.010415849,0,0,0,1,0,9,0,7,0,0,0,0,2,23.69021606,19,0.024773484,432,23690216,0.047941279,18368562,16960814,873437.3125,3834270,8451600,-1062564.5,1093474,0.675134778,111
Gråsten,2004,12710,19,13,1.790633678,0,1,1,1,0.000137741,4959,390,Gråsten,7260,0.053305786,34,25,0,-1816,6247,3037,1632,3335,12285,33723,4.645041466,56149,7.734022141,0,7018,0.966666639,271953,171800000,23.66391182,37.45909119,8080,1.112947702,-4817,-0.66349864,23.66391182,-0.66349864,2675,0.368457288,0.563563704,0,-38,0,0,-42561,-42523,0,0,0.538461566,0.028703118,0,0,1,1,0,3,0,7,0,0,0,0,1,23.66391182,13,0.027410468,199,23663912,0.053719006,18225068,16828316,966666.6875,4645041.5,7734022,-663498.625,1112947.625,0.683057845,32
Græsted-Gilleleje,2004,39586,168,43,2.048009157,0,1,1,0,0,14890,1296,Græsted-Gilleleje,20996,0.032577634,678,7467,0,12841,45017,12140,5668,6223,6030,103958,4.951323986,198238,9.441702843,0,13904,0.662221372,801123,483384000,23.02267075,38.15598297,15162,0.72213757,-13523,-0.644075036,23.02267075,-0.644075036,7616,0.362735748,0.538426995,0,-327,0,-958,-115524,-114239,0,0,0.157894731,0.005143837,0,1,1,1,0,11,0,3,0,2,0,0,0,23.02267075,19,0.026719375,561,23022670,0.061726045,18159886,16768130,662221.375,4951324,9441703,-644075.0625,722137.5625,0.70918268,211
Gudme,2004,14725,15,7,1.107244492,0,0,0,0,0,4293,411,Gudme,6322,0.030211959,0,6436,0,-360,6853,-200,361,616,12589,24603,3.891648293,58010,9.175893784,0,1525,0.24122113,252320,163534000,25.8674469,39.91141891,8077,1.277602077,-3429,-0.542391658,25.8674469,-0.542391658,2675,0.423125595,0.575821579,0,-257,0,0,-43613,-43356,0,0,0.200000003,0.006042392,0,0,2,1,0,8,0,3,0,0,0,0,1,25.8674469,15,0.035431825,224,25867448,0.065011069,18977856,17523412,241221.125,3891648.25,9175894,-542391.625,1277602,0.67905724,22
Gundsø,2004,27636,211,17,1.094585061,0,0,0,1,6.44E-05,10942,808,Gundsø,15531,0.028587986,562,18852,0,-127,37777,8123,1517,8850,6166,73548,4.735561371,149593,9.631897926,0,9896,0.637177229,525552,287415000,18.5058918,33.83890152,12261,0.789453328,-7161,-0.461077839,18.5058918,-0.461077839,5468,0.352070063,0.493688971,0,-266,0,0,-55740,-55474,0,0,0.266666681,0.007623463,0,0,2,1,0,7,0,4,0,1,0,0,0,18.5058918,15,0.020603953,320,18505892,0.052024983,15457086,14272470,637177.25,4735561,9631897,-461077.8438,789453.375,0.704526424,228
Gørlev,2004,19148,39,25,3.847929955,0,1,1,0,0,4510,374,Gørlev,6497,0.026473757,109,1030,0,-13940,17882,25994,116,4573,12385,31652,4.871787071,52716,8.113898277,0,5401,0.831306756,268942,174501000,26.85870361,41.39479828,7567,1.164691448,-2895,-0.445590258,26.85870361,-0.445590258,2025,0.311682314,0.571893275,0,-76,0,0,-48518,-48442,0,0,0.266666681,0.007059669,0,0,1,0,0,9,0,4,0,0,0,0,1,26.85870361,15,0.030475603,198,26858704,0.05756503,23403570,21609944,831306.75,4871787,8113898.5,-445590.2813,1164691.375,0.694166541,64
Haarby,2004,10622,22,11,2.204408884,0,2,2,0,0,3321,288,Haarby,4990,0.025250502,0,7000,0,177,13956,3926,1432,1421,9388,23194,4.648096085,45012,9.020441055,0,1496,0.299799591,189753,117965000,23.64027977,38.02665329,4818,0.965531051,-2732,-0.547495008,23.64027977,-0.547495008,1728,0.346292585,0.553354681,0,-151,0,0,-29364,-29213,0,0,0.230769232,0.005827039,0,0,3,1,0,5,0,3,1,0,0,0,0,23.64027977,13,0.033867735,169,23640280,0.057715431,18572746,17149348,299799.5938,4648096,9020441,-547495,965531.0625,0.665531039,33
Haderslev,2004,88974,160,176,5.573677063,0,3,3,0,0,22006,1690,Haderslev,31577,0.036672261,514,9839,0,324,41339,1309,11166,18187,43187,145175,4.597491741,263465,8.343572617,0,28050,0.88830477,1321287,865833000,27.41973495,41.8433342,37760,1.195807099,-18996,-0.601577103,27.41973495,-0.601577103,12035,0.381131828,0.579639137,0,-1768,0,0,-242904,-240760,-376,0,0.380952388,0.013970385,0,1,5,1,0,5,0,8,0,1,0,0,0,27.41973495,21,0.038635716,1220,27419736,0.053519968,19836652,18316390,888304.75,4597492,8343573,-601577.125,1195807.125,0.696899652,336
Hadsten,2004,20977,49,31,2.647988558,0,0,0,0,0,8155,640,Hadsten,11707,0.024088152,527,7285,0,-7040,11935,-4842,8272,7733,12211,47686,4.073289394,106204,9.071837425,0,3772,0.322200388,410695,245907000,21.00512505,35.08114624,11754,1.00401473,-4628,-0.395319045,21.00512505,-0.395319045,5129,0.438113958,0.530703604,0,-280,0,-159,-60492,-60053,0,0,0.411764711,0.009918651,0,0,1,1,0,7,0,7,0,1,0,0,0,21.00512505,17,0.028017426,328,21005126,0.054668147,15461860,14276878,322200.4063,4073289.5,9071837,-395319.0313,1004014.688,0.696591794,80
Hadsund,2004,18876,41,28,2.569986343,0,0,0,0,0,7570,598,Hadsund,10895,0.027810922,927,58359,0,8494,143201,62132,10622,2667,16474,39385,3.614960909,87513,8.032400131,0,4368,0.400917858,395026,256233000,23.5184021,36.25754929,11829,1.085727453,-4302,-0.394860029,23.5184021,-0.394860029,4803,0.440844417,0.579860985,0,0,0,-11,-64702,-64691,0,0,0.529411793,0.01472343,0,0,0,0,0,7,0,9,0,0,0,0,1,23.5184021,17,0.036255162,395,23518402,0.054887563,23283526,21499100,400917.8438,3614961,8032400,-394860.0313,1085727.375,0.694814146,69
Hals,2004,19504,62,17,1.493455172,0,0,0,0,0,7928,637,Hals,11383,0.024246683,330,34100,0,-147,65249,23719,4296,2951,6358,47350,4.159711838,109273,9.599666595,0,7281,0.639638066,406445,237474000,20.86216354,35.7063179,9102,0.799613476,-4035,-0.354475975,20.86216354,-0.354475975,4390,0.385662824,0.512249291,0,0,0,0,-60016,-60016,0,0,0.529411793,0.012836481,0,0,1,0,0,7,0,9,0,0,0,0,0,20.86216354,17,0.043398049,494,20862162,0.055960644,17673460,16318983,639638.0625,4159711.75,9599666,-354475.9688,799613.4375,0.696477175,79
Hammel,2004,23013,49,21,1.953306556,0,0,0,1,9.30E-05,7425,533,Hammel,10751,0.026323132,622,777,0,3899,7114,1807,296,-287,8596,44032,4.095619202,95292,8.863547325,0,6801,0.63259232,389930,240778000,22.39587021,36.26918411,9098,0.846246839,-6071,-0.564691663,22.39587021,-0.564691663,4358,0.405357629,0.552638948,0,-30,0,0,-56593,-56563,0,0,0.400000006,0.010529253,0,0,2,0,0,5,0,6,2,0,0,0,0,22.39587021,15,0.02567203,276,22395870,0.049576785,17302764,15976697,632592.3125,4095619,8863548,-564691.6875,846246.875,0.690633416,70
Hanstholm,2004,17275,10,15,2.577762604,0,1,1,0,0,4121,331,Hanstholm,5819,0.058085583,522,347,0,1795,2834,-475,208,437,12386,25314,4.350232124,49638,8.530331612,0,869,0.14933838,235523,152090000,26.13679314,40.474823,10270,1.764908075,-2658,-0.45677951,26.13679314,-0.45677951,2427,0.417081982,0.569579005,0,-1251,0,0,-44589,-43338,0,0,0.384615391,0.022340609,0,0,2,0,0,4,0,5,0,0,0,0,2,26.13679314,13,0.025605774,149,26136794,0.056882627,18607492,17181432,149338.375,4350232,8530332,-456779.5,1764908,0.708197296,25
Hashøj,2004,8038,32,5,0.769230783,0,0,0,0,0,4600,436,Hashøj,6500,0.025538461,106,247,0,-3287,8108,7073,0,3969,4207,31151,4.792461395,50910,7.832307816,0,3147,0.484153837,236167,147583000,22.70507622,36.33338547,7836,1.205538511,-4460,-0.686153829,22.70507622,-0.686153829,2581,0.397076935,0.563180745,0,-32,0,0,-33447,-33415,0,0,0.400000006,0.010215385,0,0,1,0,0,4,0,6,1,0,0,0,3,22.70507622,15,0.031076923,202,22705076,0.067076921,18652462,17222956,484153.8438,4792461.5,7832307.5,-686153.875,1205538.5,0.707692325,37
Haslev,2004,45122,72,20,1.370895863,0,0,0,0,0,10247,794,Haslev,14589,0.02988553,291,36983,0,-3516,52068,7315,68,10927,22372,66731,4.574062824,136595,9.362875938,0,16660,1.14195621,588536,362237000,24.82946014,40.34107971,12138,0.831996739,-5825,-0.399273425,24.82946014,-0.399273425,5203,0.356638551,0.552345574,0,-51,0,-97,-83345,-83197,0,0,0.333333343,0.009961843,0,0,2,1,0,5,0,5,0,0,0,0,2,24.82946014,15,0.033929672,495,24829460,0.054424565,19628144,18123862,1141956.25,4574062.5,9362876,-399273.4375,831996.6875,0.702378511,92
